clean_message,sentiment
,Neutral
congratul bro allah taala apko kamyabia ataa farmay,Neutral
ammir like,Neutral
,Neutral
kaggl best hy dataset ke liy,Positive
pata hona chahiy isliy pucha agar koi puch lay hum sey,Neutral
free word compulsori dictionari free cours free imag gener free data resourc free copyright claim imag free download free optim tool free free free,Positive
uci se bhi mil jata hy data,Neutral
congratul,Neutral
first allahamdulliah nd thank,Positive
beshak pehla shukar us zaat ka ji ne toufeek di dusra shukar khud ka ke ji ne mehnat ki kam ko adhoora nahi chora phr duniya ya koi aur ata hy,Neutral
beshak,Neutral
beshak,Neutral
congratul,Neutral
mashaallah bro keep grow keep shine,Neutral
great job,Positive
congratul,Neutral
,Neutral
congrat,Neutral
,Neutral
masahallah,Neutral
celebr special,Positive
correct phla shukar khuda ka,Neutral
congratul,Neutral
congratul member progress kaggl,Neutral
ibrahim outclass mashaallah,Neutral
data scienc internship hire appli,Neutral
congratul sab koibrahim abdullah,Neutral
mashallah,Neutral
messag delet,Neutral
allah u akbar,Neutral
bhai apni name ki jaga alhamdulillah likha hoa hy mashaallah repli kia hy wo ikatha likha hoa acha lag raha tha repli allah u akbar,Neutral
mashaallah,Neutral
good,Positive
congratul,Neutral
amaz,Positive
congratul sister allah apko kamyabia ataa frmay,Neutral
ameen,Neutral
congratul maria,Neutral
messag delet,Neutral
congratul,Neutral
sha allah,Neutral
thank saman,Positive
thank support,Positive
,Neutral
main barkat keliy upvot kr dia hy,Neutral
congratul maria,Neutral
bs ab yeh gyii trend messag edit,Neutral
alreadi,Neutral
admin bro link wali group mein,Neutral
baat sahi ha par yar,Neutral
inshaa allah,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
strategi upload notebook daili,Neutral
actual esssa batana muskil nahi lekin ab apko batay ga ye swal ur bhi member ka ha,Neutral
null,Neutral
null,Neutral
that good,Positive
admin bahi ab bi delet kri,Neutral
also depend experi bro,Neutral
nahi bro apk experi py depend karta ap iss baat ko nahi samjha,Neutral
ohhkkkk ap ki bat bhi sahi hai lekin wo think abhi beginn hai start kar raha hain,Neutral
nahi wo teacher ha bro physic apk father ki age ky think,Neutral
ohhkkk sorri mistak,Negative
congratul,Neutral
ap logo ky liy khabar hy aj sy main bhi novic nahi hoon,Positive
profil link,Neutral
congratul contributor bn gay,Neutral
congratul krni wali esi koi kha bat nahi hy abdullah bhai ko pata hy kesi bana hoon,Neutral
jab master banoon ga tab kriy ga,Neutral
hahaha bn tu gay na phir bhi mei ne wapa liya congratul apna,Positive
fr ap treat dy dna,Neutral
bhai hisaab laya tu vi bs roti di talash vich hi rehnda meri trhan,Neutral
bahi rizk lbo,Neutral
paa g risk talash kro liken eh tareeqa nahi jeey sahi,Neutral
enj ap v khwana py janda,Neutral
rezk mama,Neutral
koi rola ni jnb tusi ao tabi dar asi,Neutral
bhai nashay hn,Neutral
main v jana jy,Positive
zayda soong lia aj petrol,Neutral
jnb ajo,Neutral
aho yar,Neutral
vi aa rheya fer,Neutral
aja,Neutral
locat pin kr dena,Neutral
tuji bola bi tha tu aya ni,Neutral
ikathi hi chlan gy,Neutral
ithi pin krni,Neutral
bhai jaa rha hn phr admin pa zayda ilzam lagta hy,Neutral
ni bhai rehn dio ethi na krna,Neutral
fr mnu walima krwana pena,Neutral
ha yr thk h,Neutral
aho,Neutral
okay,Positive
,Neutral
share krni ka dil nahi kr raha tha group main sab master ky samni lekin koi bat ni ap master ki duaon ki zaroorat hy allah kri dfa consist rahoon,Positive
best luck human cant robot made mistak perfectli fine accept learn,Positive
hangi ye hy allah taala ham sab ko grand master achi data scientist bnay messag edit,Positive
ameen,Neutral
new team project,Positive
,Neutral
soo gye ho bhai saray,Neutral
group link aya hy jag jao,Neutral
allah bhala kari,Neutral
hangi gya tha,Neutral
good,Positive
done bro,Neutral
done bro,Neutral
,Neutral
ak dua bhi karni chahi,Neutral
g konsi,Neutral
ap logun ka pata ni mojhi zarort dua ki,Neutral
ameen behn allah apki dua qabool farmay,Neutral
ameen,Neutral
,Neutral
,Neutral
lekin msg khatarnak bhi logo ko exploit krni ka moqa milta hy care rehna chay,Neutral
men khatra kesa,Neutral
main ba ye kena chahta hoon ky aksar banda jaldi main ghaltia krta hy baqi allah karam farmay,Positive
mujhi sai laga btana main keh dia,Neutral
ok ok,Positive
new notebook taxi data fulli explain work,Positive
mahnat kar k allah py natija churhna chahi esi minti ni karti huti k must provid feedback,Neutral
simpli nahi krni nah krien fazool,Neutral
ni bhai quran men ha k ap allah k ilawa esi ni minti karyn baki meni wesi batya,Neutral
meri notebook meri mrzi duniya jay,Neutral
,Neutral
im mohsin saleem im excit join group,Positive
kaggl profil,Neutral
,Neutral
sha allah congratul sister,Neutral
congratul,Neutral
congratul,Neutral
anyon tell make interact head kaggl notebook,Neutral
top trend notebook kaggl,Positive
call power commun,Neutral
,Neutral
mashaallah,Neutral
g bilkul bata dein gy,Neutral
special thank guid throughout journey,Positive
ok,Positive
poll,Neutral
hello everypn,Neutral
hahaha mei yahi poch rhe thi,Positive
night best ha per pm tak plz,Positive
meet aj h,Neutral
confirm,Negative
weekend p nhi thek rhi gi,Neutral
saturday night best h,Positive
asslam alaaikum,Neutral
anyom tell ri messag edit,Neutral
one compliment mai ko zero zero ko kar daitay hain think,Neutral
bro confirm nahi pata chatgpt use kar lo,Neutral
yw,Neutral
bhai meni lectur liy hain ek ki smjh nahi ayi mujhi yeh binari compliment ya flah,Neutral
nahi,Neutral
poll,Neutral
null,Neutral
baki yar plz sab member apko jo bhi queri basic sy advanc bata dein,Neutral
mera ak sawal ha,Neutral
sawal poch leti han direct warna bhol jata ha,Neutral
kaggl py jo comment likhti wo dafa uniqu huna chahi ab itna dimagh men ata ni kesi bar new comment karyn notebook py meni check kia k bhut se log comment karti han,Positive
null,Neutral
solut,Neutral
null,Neutral
null,Neutral
congratul,Neutral
null,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
hi new member kaggl,Positive
null,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
asslam alakum first competit notebook pleas check upvot,Positive
g abdullah bhai ese hi,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
good,Neutral
messag delet,Neutral
,Neutral
level knowledg notebook mustread anyon know,Neutral
good playlist nlp theori practic,Positive
campu x dekhi,Neutral
ye complet nhi hai think,Neutral
make dekho ga koi achi sy mil jay share,Neutral
thank,Positive
complet hy lec hain,Neutral
ok brother finish one lectur yeah best thank,Positive
evalu model use hypermet,Neutral
upvot kindli take time visit id b kaggl,Positive
,Neutral
new member follow kr lena,Positive
g thik ha,Neutral
messag delet,Neutral
,Neutral
excit unveil nlp sentiment analysi project support comment upvot notebook would greatli appreci,Positive
eoferror traceback recent call last,Positive
sirf sirf group ki waja se thank,Neutral
certif data visual,Neutral
meta ai whatsapp gener imag,Neutral
ye,Neutral
masshallah,Neutral
,Neutral
mayb restart vscode tri run code,Neutral
use googl colab,Neutral
check code input data well input layer,Neutral
right,Positive
iss mein param zayda ha,Neutral
messag delet,Neutral
havent seen dataset your miss someth link check feedback would appreci thank bestcommunityhappylearn,Neutral
upvot dataset,Neutral
,Neutral
hame shak ye ki ki facebook id hy ap logo main sy,Positive
okay sirrrrr,Positive
hy fork notebook,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
bhai hack na kr lena,Neutral
mnu vi shk ho rya ibrahim kuch kri ga,Neutral
aho bhai main ty ni krna scan tusi sari hi kro,Positive
check karo batao,Neutral
okay sir jo hukam,Positive
asslam alakum here notebook pleas dont forget upvot,Neutral
,Neutral
,Neutral
,Neutral
mubarak ho bhai deserv,Neutral
congrat bhai,Neutral
itni khamooshi q hy group main kaha ghaib ho sb log,Positive
rule chang hu gay ha baki kuch member hamari tarah free nahi ha,Positive
kab chang hoy kuch hmain bhi btao,Neutral
ok hogya,Positive
mashaa allah,Neutral
assalm alailum,Neutral
walikum salam,Neutral
kia kisi ney koi job ya pir freelanc krna shoro kia,Neutral
fiverr py project kiy thi,Neutral
ki k,Neutral
rd wala client kam krwa k bhag giya,Neutral
kia earn kia,Neutral
ml k thi,Neutral
earn krna chahti hn,Neutral
fiverr py gig bnay waha py extens lga de onlin rehni wali sha allah within week order aani lag jay gy us k bad baki boht c onlin remot job ko websit hen waha py account bna k kam kri ji ka account bnana chahi youtub se dekh lijy ga account kese bnana project kese lena,Negative
per sir ney kha tha k fiver secur nai h,Positive
g ese hi ek client ne bhi ghlt review de diya ap ka account giya,Neutral
fiverr ki bjay boht platform hen ap googl kr len ap ko pta chal jay ga,Neutral
ok,Positive
ok see,Positive
earn sinc month directli two compani remot select linkedin data scienc domain,Neutral
possibl endless develop solid skill first stay consist import learn new skill daili basi share knowledg github kaggl ka profil drive job market,Positive
,Neutral
,Neutral
kuch aisa ker k dunya se jaoo k yadd rakhi jao selfish aor materialist ban k zinda rehna konsa kamal hy,Negative
true,Neutral
accord accuraci mean,Negative
,Neutral
ye,Neutral
messag delet,Neutral
new kaggl notebook,Positive
turab bhai ap ka model shi train nhi km hai,Neutral
mera dimagh kharab hy tarah ky comment krni ko kehta hy,Neutral
busi that mai ye jawab nahi diya,Neutral
baki plz iss par disscus mat start karna dont agre dm dislik msg,Neutral
clarifi learn ammar bhai sinc octob,Neutral
hello everyon upload latest notebook kaggl relat grapevin leaf ident use densenet pleas visit link check notebook like effort pleas show support upvot comment thank,Positive
new kaggl notebook,Positive
messag delet,Neutral
hi member check new notebook,Positive
sha allah se bhai lagta hy dubara wapsi ho rhi apki,Neutral
master sahib ab sir,Neutral
also tomorrow time,Neutral
th master think,Neutral
littl bit,Negative
thank commun member,Positive
mubarak ho bhai,Neutral
congratul,Neutral
mubarak ho bhai jan insha allah ab grandmat ki journey shuru krien,Neutral
congratul,Neutral
sure member becom grand master,Positive
congratul,Neutral
inshallah,Neutral
mashaallah,Neutral
congratul bhiii,Neutral
bilkul theek kaha hai jin k liy meet hai wohi interest nhi lei rhay phir kiya faida,Neutral
,Neutral
agre ap baki member baat ky respons hu gy,Positive
yup alreadi know,Neutral
,Neutral
mubarak bro,Neutral
congratul,Neutral
bro,Neutral
yra seekha dein,Neutral
bahi mni person pch lia tha apsi,Neutral
msg dm,Neutral
ok,Positive
simpli go notebook click top right corner edit copi abl see code,Positive
congratul,Neutral
congratul realli deserv,Positive
hardwork cummun benefit think other skill,Positive
congratul amaz person come support help other,Positive
mashaallah mubarak bhai,Neutral
thank bro,Positive
thank guy amaz cummun member,Positive
love bro,Positive
congratul,Neutral
humbl,Negative
love beo love,Positive
thank,Positive
love u bro realli deserv bhot support krti ap commun ko,Positive
zabardast best luck,Positive
jbh ap ka kam hy dil se mehnat krna realli happi allah pak maze kamiyab kri apko,Positive
ameen,Neutral
ameen,Neutral
,Neutral
ameen,Neutral
poll vote diya tha us k bad bar bar msg krna munasb nhi ap meet arrang kr deti wohi py jin logo ko jo kani paishi thi wo share kr leti,Negative
masshallah best luck bro,Positive
bhai ap baat smjhay nahi jab tk koi topic nahi decid ho gya meet krna kia hy filhal shay sab buzi hain free ho jayen kr lyn gye discuss bhi,Positive
ok,Positive
good,Positive
,Neutral
nice haroon bhai,Positive
congratul,Neutral
congratul,Neutral
ap kaggl py pictur size kesi reduc krti hen kesi dataset wghera upload krti hen py session kr len bhai ny ramazan kaha tha keh eda py aik session kr len gy keh ktni jaldi eda ho skta hai,Neutral
,Neutral
,Neutral
congratul ibrahim,Neutral
congratul,Neutral
compet pa gold jldi mil jata hy wesi wrna idhr se upper ja kr bhi silver messag edit,Neutral
dependbut yup,Neutral
haqeeqat hy depend,Neutral
notebook pa barkat dal ke ao phli,Neutral
depend karta free kar apko dm karo ga,Positive
agli msg ka jawab de,Neutral
,Neutral
login mail kr k dekhi shyd ho jay,Neutral
usernam sy login krain email ki bjay dhian sy usi ka password bhi likhain,Neutral
kar ka dekha hai bhi,Neutral
ye bhi kar ka dekha hai,Neutral
bhai sha allah congratul,Neutral
forgot usernam ya forgot password kr ky dekhain us sy wo sahi credenti bata dy ga,Neutral
ya chang krni ki option dy ga,Neutral
thank much,Positive
ya agar number sy login hota hy us sy tri krain,Neutral
bahut bahut mubarak ho bhai jan hard work pay,Negative
bhai jan barkat nahi dali ap ne abhi tk,Neutral
barkat allah dega main upvot krta hoon abhi,Positive
turab bhai escap matrix,Neutral
wesi kab tk ap ko gm bna rhi kaggl wali,Neutral
next abdullah ki bari aye gi sha allah,Neutral
insha allah,Neutral
ki hi mehnat rehti ha,Neutral
hmm bilkul,Neutral
nahi ab koi aur hi ho ga insha allah second pa,Neutral
abhi bahut sari thi ap dono ky sth sth chl rahi thi ajkal jin ki notebook nahi rahi kuch nahi hota allah karam farmay ga inshaa allah jaldi hi sab dobara kam shuru kraingi,Neutral
best luck may allah help achiev goal,Positive
koi bat ni slow steadi win race,Neutral
nahi kaafi memeb hain sha allah sab mehnat kr rha hain infact ab takreeban master hain commun insha allah bht aur bhi ban jayen gye,Neutral
insha allah,Neutral
ameen,Neutral
,Neutral
han bhai master ki batain master hi samjhain,Neutral
dil ki baatien dil hi janay yeh ho gya,Neutral
btw allah hafiz admin hun naw zayda bol nhi skta,Neutral
ameen,Neutral
ameen bhai,Neutral
ameeeeen,Neutral
ameen,Neutral
upvot kr dia barkat bhi ati hi hogi inshaa allah,Neutral
,Neutral
member like post share circl,Neutral
,Neutral
,Neutral
congratul,Neutral
eda py jo notebook banani huti data scienc wali notebook banati han ya us py present bhi banati han mtlb agli ko bul kar batati bhi han kia kia kia ham ny tu us ka bhi bata dyn k kesi kesi bulna huta kia kia bulna huta ta k banda notebook bani sath ye bhi dinagh men rakhi k ye batana agli ko wo alg bat k abhi job karni ni,Neutral
per practic banda kar ly,Neutral
agr mera sawal fazol lagi tu ignor plz,Neutral
g observ note krni hoti ap ny daikha ho ga abdullah saman ibrahim maria bahot sy colleagu ki notebook detail hoti observ insight ya conclus ky name sy us btata jata keh gam ny kia find ki,Negative
bhai jan naya channel bnani ka mashwara isi purani viewer jati hain wapi messag edit,Neutral
naya bana lya hai sub hai,Neutral
,Neutral
koi masla ni us main video bani old channel got hack im back tarah ky titl rakh ky,Neutral
ji name sy famou hy banda wo name bhi titl main use kri,Positive
kia hai name sa banaya hai,Neutral
okay ho gya dekhna month ky andar phir pehli jitni view lag jain gy,Positive
insahallah,Neutral
youtub ki growth bahuth achi cheez hy doosri platform ki trah ni hy,Neutral
us main log apko janti hain na ky apki account ya channel ko,Positive
gg bilkul ab banaya hai channel dubara insahallah ho gain ga,Neutral
g inshaa allah,Neutral
,Neutral
check new dataset give valuabl input upvot,Positive
readi take tech skill new height,Positive
new work onlin food data insight,Positive
,Neutral
check notebook selfmad billionair,Positive
link,Neutral
koi h ji ny selenium librari use ki web scrape,Neutral
,Neutral
sab kar reh gain,Neutral
okay,Positive
,Neutral
sirf,Neutral
done,Neutral
done,Neutral
vari thank,Positive
thank bhai ko treat par gai,Positive
,Neutral
sir g allah pak kamyabia dy bhai ko,Neutral
hmain treat na bhi dain filhal jab inshaa allah million subscrib ho jain shout dilwa dijiy ga,Neutral
kisi gareeb di vi sun lo,Neutral
hahaha,Positive
ghareeb mushkil sawal kri ga enj hi hona na,Neutral
new work onlin food data insight,Neutral
nai yar abhi us sa nai,Neutral
bhai phir proper treat dein ga pa bulwa ka,Neutral
ok,Positive
inshaa allah,Neutral
ap ki sehr rehta hoo,Neutral
,Neutral
lahor,Neutral
pa hi ho mil gain gai,Neutral
hangi,Neutral
ap kaha sy hain,Neutral
farooq abad near sheikhupura,Neutral
acha acha,Neutral
socho ku,Neutral
competit,Neutral
competit notebook,Neutral
ye dataset trend,Neutral
yup ur reason,Neutral
barkat hoi na phir,Neutral
congratul abdullah,Neutral
congratul,Neutral
bhai jan messag edit,Neutral
congratul,Neutral
congratul,Neutral
thank faheem bhai,Positive
esa hi huta,Neutral
certif intro sql,Neutral
start esa hi hota ha phir time k sath sath trick ajati han ji sy kam asani bhi ho jata ha part process take time good luck,Positive
meri ak notebook thi uss pr kaffi sr khapaya matlab uss din qismat kharab chal ri thiii internet low signal light kabhi kabhi uper sy meri data cabl ji sy internet connect kiya tha ny wo hr minut bar disconnect ho ri thi deadlin ak din k baad alhamdulliah consist sar khapai mental breakdown kr hi lia tha normal,Positive
life race thing alway relax reh kr hi kisi bhi kam main success milti hy,Positive
,Neutral
,Neutral
new member let connect,Positive
,Neutral
abalon age predict notebook,Neutral
asslam alaaikum,Neutral
baki ap log busi log hu time nikal kar jab koi notebook aye comment lazmi kiya kari,Neutral
yar plzz muj sy ya abdullah sy ya hamar main memeb sy baat karn hesit na kiya kari,Positive
baki comment lazmi member,Neutral
walikum aslam,Neutral
one thing,Positive
one thing,Positive
jo jo question thi unko list ha jo person ap logo ny pochyy group,Neutral
scrap dataset find upload kaggl,Neutral
could pleas arrang session soon possibl would grate,Neutral
note,Neutral
explain correl next step,Neutral
note,Neutral
wesi correl kehti chhez ka dosri cheez ka sath talak,Neutral
,Neutral
obes risk analysi,Neutral
new notebook credit card fraud detect,Positive
comment ko upvot tu dyti ni koi,Neutral
need consist dedic alway tag kiya karo comment wesi koi bhi nahi dekh ga,Neutral
,Neutral
ok,Positive
sab krtay hain ap comment kia kro meri medal dekhien hain discuss wali ya ibrahim ke,Neutral
ok sir,Positive
hahaha,Positive
ye ss abhi tak simbhal ker rakha hai,Neutral
ur,Neutral
ye saman shay first contributor thii,Positive
mashaallah,Neutral
sha allah ahista ahista poora group orang hi hota ja raha,Neutral
ye sha allah,Neutral
hum ghareeb band,Neutral
sha allah one day ham bhi master bani gy,Neutral
ap master nhi ban skti,Neutral
allah ap logon ko grandmast bani us se oper koi rank ni,Negative
allah pak puray group ko ap wali gareebi dey,Neutral
mtlb,Neutral
ap masterni bni gi,Neutral
ye sure,Positive
ameen,Neutral
sha allah,Neutral
mamli men sab equal han,Neutral
g bilkul,Neutral
zoom session kab,Neutral
abhi koi confirm nahi,Neutral
es sat sunday,Neutral
ho ska sat sunday dono din hi krn gye meet,Neutral
ok week confirm kr den kafi der se pend ho rhi,Positive
pend bhi member ki wajah se ho rhi hy ham readi thi es weekend bhii,Positive
chli weekend sha allah lazmi meet krti hen,Neutral
plz check,Neutral
certif intro sql,Neutral
excit share recent achiev complet kaggl python cours got certifi,Positive
,Neutral
,Neutral
messag delet,Neutral
leadership forerunn insight quran,Neutral
must watch gain much knowleddg,Positive
hey everyon im thrill share ive delv web scrape use beauti soup support mean world pleas drop comment give notebook upvot let keep momentum go,Positive
share notebook webscrap use yfinanc beautifulsoup,Neutral
share scrape use selenium,Positive
ye boht costli hota hain student afford nai kar sakta,Neutral
learn earn reinvest invest best invest,Positive
earn invest,Neutral
,Neutral
,Neutral
linkedin link,Neutral
wo learn karain pehli learn resours month ai ds mentorship program se,Neutral
,Neutral
mashaallah outclass,Neutral
excit news complet kaggl intro machin learn cours got certifi readi dive ml project,Positive
pleas share link bro,Neutral
,Neutral
,Neutral
orang line imag indic use portion gpu acceler quota specif show small part hour quota util leav hour minut still avail visual represent help user understand much alloc comput resourc consum much remain futur use,Neutral
add content tabl vs code notebook,Neutral
dont understand,Neutral
bhai,Neutral
im daisi punjabi,Neutral
messag delet,Neutral
previou env remov kia new creat krna tha laikn nhi ho rha,Neutral
ye koi conda ka msla ha mera bhi ni hu raha remov,Neutral
jo environ delet karna ha usko phli deactiv kari tri conda remov name envnam,Neutral
environ main rehti huay environ delet nhe krsakti destroy room stay insid,Neutral
let connect linkedin,Neutral
thank,Positive
,Neutral
messag delet,Neutral
,Neutral
plz cheak comment,Neutral
aslam alykum everyon,Neutral
hi kaggl friend new dataset top citi data kindli check upvot give feedback,Positive
apun kia ry,Neutral
notebook link,Neutral
nahi kia ap ne bhi,Neutral
acha phir krta hoon,Neutral
,Neutral
comprehens exploratori data analysi netflix dataset use power python packag panda beginn friendli detail analysi trend pattern insight dataset,Positive
,Neutral
,Neutral
,Neutral
,Neutral
messag delet,Neutral
reciv th gold medal kaggl,Neutral
congratul,Neutral
congratul ibrahom made love bro,Positive
food imag classiif bit googl imag classif model,Neutral
messag delet,Neutral
,Neutral
chk new notebookstart,Positive
upvot comment,Neutral
new competiton alert,Positive
insha allah es sat sunday tell make baselin,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
masahallah,Neutral
new competiton alert,Positive
sha allah sha allah congratul,Neutral
null,Neutral
notebook scrape data use beautifulsoup,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
,Neutral
hey new member feel free check profil upvot work enjoy,Positive
excus mee ap bhi,Neutral
,Neutral
congratul becom grandmast,Positive
kia matlab,Neutral
matlab ky ap bhi meri tarah iqbal ra ky fan hain,Neutral
softcopi bna ka share kr deim,Neutral
ki batain smajhni ky liy insan ko arabi farsi urdu ka bhi mahir banna parhi ga,Neutral
inshaa allah zaroor kabil bano ga main,Positive
congratul bhiii,Neutral
zeeshan ul hassan usmani sb ki book justju ka safar kisi ne perhi,Neutral
pdf avail hy search internet,Positive
messag delet,Neutral
,Neutral
reciv th gold medal kaggl,Neutral
,Neutral
,Neutral
think har koi person ja ja k sb ko send kr raha ji wja se group wali link koi dekh nhi raha upvot leni k liy sb ko person inbox krna pri ga kiya,Neutral
yaha share kiya tha ya notebook wali group,Neutral
notebook wali mai,Neutral
link ap din br send kr diya kro ku ke kabhi miss ho jatay link due chat,Negative
link wala grp zayda engag nahi iss grp jab bhi chat huti sab link guzr jate,Neutral
rd jo activ like mai ya abdullah main memeb wo kar dete ha upvot lekin kuch nahi kart,Neutral
kehna parta ha,Neutral
share karo yar naeem,Neutral
yaha kiya hi nhi mene notebook wali mai share kiya tha jo rule bnaya us ko follow kri na sb trha yaha bhi link send ho rhi hen notebook wali mai bhi link send ho rhi hen kiya faida dosra group bnani ka,Neutral
nahi ye disscus wala yaha jo marzii kar sakti ye your ri,Neutral
ap plz yaha bhi bhej diya karo,Neutral
,Neutral
admin ap logo ne rule follow krwana hota trha disturb creat hoti link notebook wali mai aay hoti hen group mai aay hoti hen jo chate hoti wo alag trha bnda confus mai rehta sha koi import link miss na ho jay studi relat agr ap log rule ko torni ki bat kri gy follow kon kri ga phir,Positive
bhai jan main group link wala ur wohi rahi ga,Positive
mai ye nhi keh raha k ye discuss group yaha bhi bat na kri yaha jo mrzi kri notebook k liy dosra group usi ko follow kri sb yaha jo mrzi kri,Neutral
sabs last yehi huna main sabko remov kardena phr sab sahi rahi gy,Neutral
jo nahi activ remov,Negative
yehi point ha,Neutral
like abdullah danish bhai ki ye effort ha warna discord par hum huti thi waha upvot baru muskil hutu thi ye thank st bhai initi,Positive
baki know busi h enough realli want grp follow rule,Positive
,Neutral
yaha banda bata jisko main upvot ya comment ya follow nahi kiya,Neutral
baki your ri bro thank,Positive
settl kart ha,Neutral
dekhien beha khatam krien,Neutral
leav,Neutral
g khtm ho gai,Neutral
bhiii thk kh rha ha,Neutral
baki ibrahim jo activ nahi unhien remov kr simpl,Neutral
bs mil k studi krti jay sb grow krti jay jo bnda disturb creat krta usi remov kr den trha rule bhi rhi hen gupshup bhi hoti rhi gi,Neutral
yar ur baat guy may feel busi wele,Neutral
saturday sunday meet lazmi arrang kri plz jo question likhi thi ap ne us mai kafi chizi mene bhi understand krni hen,Neutral
,Neutral
jsiko ko bhi koi bhi masla hu remov ky ku kia mji dm kare,Neutral
ibrahim bhai meri bati ziyada bhi dil py na len,Neutral
null,Neutral
everyon kindli link link wali group share kia kri us sy aik commit rehti keh group jo link hen un ko lazmi daikhna agr doubl hn gy mix ho jata meri sy kuch link reh gae previou din keh kon sa daikha kon sa ni suggest request,Positive
could pleas upvot comment question feedback import take time provid suggest first step,Positive
support guy new member,Positive
hello everyon upload latest competit notebook kaggl relat flood predict pleas visit link check notebook like effort pleas show support upvot comment thank,Positive
,Neutral
im excit share ive develop project convert imag rgb bgr format format pleas support upvot notebook find help,Neutral
itna rula q group ka,Neutral
wesi dekhti sari msg wahli barhi men,Neutral
certif advanc sql,Positive
hum ny read ki ha bout fazool ha yrr,Neutral
bilkul,Neutral
v flood regress catboost model,Neutral
messag delet,Neutral
optim banana qualiti model approach,Neutral
messag delet,Neutral
murshad din se soya nahi titl kiya krb hy,Neutral
jain phir main baji upvot kr doon ga notebook,Positive
good ni sir,Positive
data visual certif kaggl,Neutral
messag delet,Neutral
,Neutral
could pleas upvot comment question feedback import take time provid valuabl suggest suggest help improv eda,Positive
pdf k size ko reduc karni k liy koi websit ha,Neutral
love pdf dekhyy,Positive
tri smallpdfcom,Neutral
ok,Positive
messag delet,Neutral
explor fundament linear regress machin learn inform post dive enhanc understand,Neutral
congratul,Neutral
,Neutral
amaz journey kaggl,Positive
asslum alakum g,Neutral
bhai apsi ho chuka hy,Neutral
bhai jan python ni jy cobra jy,Neutral
announc mera mobil toot gya hy liy main particip ni kr paon ga time sy commun main jab tak sai ni krwata ab whatsapp web sy hi use krna parhi ga,Positive
admin sahiban kick na kr dia jy,Neutral
bhai jan kesi baatien kr rhi ho,Neutral
han bhai drna penda ajkal tusi log tappi hoy oh,Neutral
null,Neutral
auto gluon clean solut,Positive
link work,Neutral
entir work flow use pipelin,Neutral
,Neutral
ensembl solut top lb,Positive
allah hafiz thak gye bht ab check must also made version work auto librari,Positive
thank brother,Positive
great work,Positive
pleasur mine,Neutral
certif advanc sql,Positive
congratul,Neutral
this is very bad experience,Negative
totally disappointed with this,Negative
nothing worked as expected,Negative
very poor response from team,Negative
this is unacceptable behavior,Negative
i regret joining this group,Negative
worst discussion ever seen,Negative
no proper guidance given,Negative
very confusing explanation,Negative
this approach is completely wrong,Negative
i am not satisfied with this,Negative
this wasted my time,Negative
no useful information shared,Negative
very low quality discussion,Negative
this is frustrating to read,Negative
poorly explained concept,Negative
i am unhappy with the response,Negative
this makes no sense at all,Negative
very careless handling of topic,Negative
this is misleading information,Negative
i feel disappointed reading this,Negative
nothing valuable here,Negative
this solution is incorrect,Negative
very bad suggestion given,Negative
this did not help me,Negative
i expected better explanation,Negative
this is poorly structured,Negative
not useful for beginners,Negative
this created more confusion,Negative
i am dissatisfied with outcome,Negative
this answer is not clear,Negative
very poor communication,Negative
this explanation is incomplete,Negative
i am frustrated by this reply,Negative
this is not professional,Negative
very weak reasoning here,Negative
this does not solve the issue,Negative
i am unhappy with this guidance,Negative
this feels like guesswork,Negative
very disappointing discussion,Negative
this lacks clarity,Negative
no real solution provided,Negative
this response is careless,Negative
this is badly written,Negative
i am annoyed by this,Negative
this does not address problem,Negative
this explanation is misleading,Negative
very low effort response,Negative
this makes things worse,Negative
i feel let down by this,Negative
this is not helpful at all,Negative
very confusing logic,Negative
this advice is wrong,Negative
i do not agree with this,Negative
this is poorly thought out,Negative
this explanation failed,Negative
this response is disappointing,Negative
this is not acceptable quality,Negative
